"","year","chamber","District","Prez_Dem","Prez_Repub","Gub_Dem","Gub_Repub","US_Sen_Dem","US_Sen_Repub","US_Sen2_Dem","US_Sen2_Repub"
"756",1986,"SEN",36,NA,NA,68327,125061,85241,103958,NA,NA
"757",1986,"SEN",37,NA,NA,59547,164780,79053,141343,NA,NA
"758",1986,"SEN",38,NA,NA,66564,160103,90718,134489,NA,NA
"759",1986,"SEN",39,NA,NA,58391,135812,80005,113412,NA,NA
"760",1986,"SEN",40,NA,NA,55474,70201,69191,55735,NA,NA
"761",1986,"HS",1,NA,NA,30311,80415,49558,58538,NA,NA
"762",1986,"HS",2,NA,NA,47896,63557,62970,47211,NA,NA
"763",1986,"HS",3,NA,NA,26964,79217,42163,61738,NA,NA
"764",1986,"HS",4,NA,NA,36965,62365,55140,43396,NA,NA
"765",1986,"HS",5,NA,NA,28351,89413,50960,64739,NA,NA
"766",1986,"HS",6,NA,NA,35056,74430,57962,50385,NA,NA
"767",1986,"HS",7,NA,NA,34276,90744,54951,67539,NA,NA
"768",1986,"HS",8,NA,NA,38977,82692,60428,60306,NA,NA
"769",1986,"HS",9,NA,NA,49043,69528,69041,49847,NA,NA
"770",1986,"HS",10,NA,NA,35348,74438,56028,52665,NA,NA
"771",1986,"HS",11,NA,NA,44918,49796,59979,34170,NA,NA
"772",1986,"HS",12,NA,NA,75412,54839,94315,37940,NA,NA
"773",1986,"HS",13,NA,NA,52831,27072,61831,18025,NA,NA
"774",1986,"HS",14,NA,NA,37874,51847,54829,35147,NA,NA
"775",1986,"HS",15,NA,NA,29838,99516,49326,79487,NA,NA
"776",1986,"HS",16,NA,NA,56203,26350,67028,16682,NA,NA
"777",1986,"HS",17,NA,NA,67108,39893,83684,26595,NA,NA
"778",1986,"HS",18,NA,NA,28688,49221,42076,35333,NA,NA
"779",1986,"HS",19,NA,NA,35591,51574,54383,32111,NA,NA
"780",1986,"HS",20,NA,NA,36517,79567,55277,59918,NA,NA
"781",1986,"HS",21,NA,NA,41654,47506,52093,36668,NA,NA
"782",1986,"HS",22,NA,NA,33015,75632,47409,60762,NA,NA
"783",1986,"HS",23,NA,NA,30820,32862,40351,23302,NA,NA
"784",1986,"HS",24,NA,NA,31392,47934,42623,35915,NA,NA
"785",1986,"HS",25,NA,NA,23371,49555,33407,37455,NA,NA
"786",1986,"HS",26,NA,NA,25739,60666,40006,45109,NA,NA
"787",1986,"HS",27,NA,NA,22243,58191,35938,43241,NA,NA
"788",1986,"HS",28,NA,NA,47723,57268,61539,43178,NA,NA
"789",1986,"HS",29,NA,NA,29761,70048,38521,59016,NA,NA
"790",1986,"HS",30,NA,NA,22557,42070,30313,31523,NA,NA
"791",1986,"HS",31,NA,NA,28153,53150,40370,38640,NA,NA
"792",1986,"HS",32,NA,NA,23960,73544,36317,59165,NA,NA
"793",1986,"HS",33,NA,NA,23672,57309,31790,48213,NA,NA
"794",1986,"HS",34,NA,NA,30284,73356,37418,63687,NA,NA
"795",1986,"HS",35,NA,NA,39009,55141,49282,43898,NA,NA
"796",1986,"HS",36,NA,NA,32473,75530,42613,63212,NA,NA
"797",1986,"HS",37,NA,NA,29349,82050,40904,68604,NA,NA
"798",1986,"HS",38,NA,NA,33988,74428,45337,61778,NA,NA
"799",1986,"HS",39,NA,NA,32287,40612,39249,32452,NA,NA
"800",1986,"HS",40,NA,NA,39194,45479,50204,33906,NA,NA
"801",1986,"HS",41,NA,NA,34923,67471,42820,57871,NA,NA
"802",1986,"HS",42,NA,NA,28368,68854,36331,58953,NA,NA
"803",1986,"HS",43,NA,NA,55269,60420,73799,42417,NA,NA
"804",1986,"HS",44,NA,NA,61101,51564,74522,38838,NA,NA
"805",1986,"HS",45,NA,NA,52718,41663,63170,30860,NA,NA
"806",1986,"HS",46,NA,NA,23082,16876,25780,13733,NA,NA
"807",1986,"HS",47,NA,NA,35476,5852,34071,4909,NA,NA
"808",1986,"HS",48,NA,NA,43598,9180,43454,7308,NA,NA
"809",1986,"HS",49,NA,NA,68225,26836,71920,21075,NA,NA
"810",1986,"HS",50,NA,NA,56397,20084,57440,16818,NA,NA
"811",1986,"HS",51,NA,NA,31623,82921,43039,69497,NA,NA
"812",1986,"HS",52,NA,NA,27443,62935,34724,53376,NA,NA
"813",1986,"HS",53,NA,NA,33055,34988,39036,27955,NA,NA
"814",1986,"HS",54,NA,NA,37976,38170,45010,28703,NA,NA
"815",1986,"HS",55,NA,NA,31311,20336,35175,15997,NA,NA
"816",1986,"HS",56,NA,NA,17659,7507,19453,5430,NA,NA
"817",1986,"HS",57,NA,NA,28938,30421,34962,22722,NA,NA
"818",1986,"HS",58,NA,NA,33322,77282,47092,61346,NA,NA
"819",1986,"HS",59,NA,NA,32910,35006,39905,27139,NA,NA
"820",1986,"HS",60,NA,NA,23818,27962,27793,22818,NA,NA
"821",1986,"HS",61,NA,NA,30472,67536,39019,56448,NA,NA
"822",1986,"HS",62,NA,NA,29966,66065,37038,56848,NA,NA
"823",1986,"HS",63,NA,NA,26792,47476,34765,37853,NA,NA
"824",1986,"HS",64,NA,NA,25052,70891,32115,61252,NA,NA
"825",1986,"HS",65,NA,NA,25437,55200,31211,47609,NA,NA
"826",1986,"HS",66,NA,NA,33777,36249,39240,28218,NA,NA
"827",1986,"HS",67,NA,NA,23348,77171,30559,67053,NA,NA
"828",1986,"HS",68,NA,NA,35650,53190,43236,43468,NA,NA
"829",1986,"HS",69,NA,NA,28129,77459,36942,65540,NA,NA
"830",1986,"HS",70,NA,NA,32134,97272,41927,84975,NA,NA
"831",1986,"HS",71,NA,NA,26808,65220,35025,54231,NA,NA
"832",1986,"HS",72,NA,NA,20628,33128,24376,27585,NA,NA
"833",1986,"HS",73,NA,NA,34882,79764,45733,66497,NA,NA
"834",1986,"HS",74,NA,NA,25859,73858,34978,64815,NA,NA
"835",1986,"HS",75,NA,NA,33948,79410,46075,65976,NA,NA
"836",1986,"HS",76,NA,NA,27687,83476,37512,71034,NA,NA
"837",1986,"HS",77,NA,NA,25781,66806,37234,55674,NA,NA
"838",1986,"HS",78,NA,NA,37646,55307,48893,44340,NA,NA
"839",1986,"HS",79,NA,NA,29638,26705,35171,21584,NA,NA
"840",1986,"HS",80,NA,NA,22057,39285,28514,31537,NA,NA
"841",1988,"SEN",1,122313,182627,NA,NA,113941,182398,NA,NA
"842",1988,"SEN",2,152682,119378,NA,NA,140620,116338,NA,NA
"843",1988,"SEN",3,186656,89140,NA,NA,160705,91720,NA,NA
"844",1988,"SEN",4,139261,159835,NA,NA,127441,161613,NA,NA
"845",1988,"SEN",5,127858,141976,NA,NA,116680,143895,NA,NA
"846",1988,"SEN",6,146701,144556,NA,NA,134498,144984,NA,NA
"847",1988,"SEN",7,152565,135841,NA,NA,138110,144127,NA,NA
"848",1988,"SEN",8,147029,73533,NA,NA,127181,70866,NA,NA
"849",1988,"SEN",9,195095,69370,NA,NA,179238,77753,NA,NA
"850",1988,"SEN",10,131769,115994,NA,NA,118728,120003,NA,NA
"851",1988,"SEN",11,151881,142243,NA,NA,132676,149306,NA,NA
"852",1988,"SEN",12,109345,114638,NA,NA,105343,111160,NA,NA
"853",1988,"SEN",13,120962,91973,NA,NA,111552,91132,NA,NA
"854",1988,"SEN",14,108411,123916,NA,NA,96547,127488,NA,NA
"855",1988,"SEN",15,96830,122872,NA,NA,85299,126544,NA,NA
"856",1988,"SEN",16,88392,117669,NA,NA,84850,118795,NA,NA
"857",1988,"SEN",17,131786,110764,NA,NA,124204,110840,NA,NA
"858",1988,"SEN",18,116321,129726,NA,NA,105622,134505,NA,NA
"859",1988,"SEN",19,108944,202510,NA,NA,98572,206465,NA,NA
"860",1988,"SEN",20,100751,77028,NA,NA,90216,80660,NA,NA
"861",1988,"SEN",21,96712,189239,NA,NA,86947,191924,NA,NA
"862",1988,"SEN",22,162867,92936,NA,NA,147183,102279,NA,NA
"863",1988,"SEN",23,117409,67414,NA,NA,107064,70759,NA,NA
"864",1988,"SEN",24,54472,27134,NA,NA,49098,27503,NA,NA
"865",1988,"SEN",25,101024,193462,NA,NA,94749,192609,NA,NA
"866",1988,"SEN",26,76986,62345,NA,NA,72422,60196,NA,NA
"867",1988,"SEN",27,99160,16970,NA,NA,94710,18002,NA,NA
"868",1988,"SEN",28,136358,48340,NA,NA,129981,49965,NA,NA
"869",1988,"SEN",29,109853,170596,NA,NA,97608,173996,NA,NA
"870",1988,"SEN",30,88704,52142,NA,NA,83603,52221,NA,NA
"871",1988,"SEN",31,92634,202617,NA,NA,86390,203566,NA,NA
"872",1988,"SEN",32,67305,120808,NA,NA,63314,121878,NA,NA
"873",1988,"SEN",33,85514,124429,NA,NA,81685,120826,NA,NA
"874",1988,"SEN",34,96555,113414,NA,NA,91275,110758,NA,NA
"875",1988,"SEN",35,78069,179618,NA,NA,72843,181909,NA,NA
"876",1988,"SEN",36,113439,162947,NA,NA,109685,158966,NA,NA
"877",1988,"SEN",37,99985,206179,NA,NA,92819,209304,NA,NA
"878",1988,"SEN",38,127549,228545,NA,NA,107325,239019,NA,NA
"879",1988,"SEN",39,105525,182126,NA,NA,89366,191459,NA,NA
"880",1988,"SEN",40,92678,91907,NA,NA,80218,98022,NA,NA
"881",1988,"HS",1,56018,79185,NA,NA,51428,78209,NA,NA
"882",1988,"HS",2,83384,58906,NA,NA,79452,58346,NA,NA
"883",1988,"HS",3,55456,81116,NA,NA,53138,79860,NA,NA
"884",1988,"HS",4,75810,62165,NA,NA,66380,60640,NA,NA
"885",1988,"HS",5,63776,95224,NA,NA,58857,94757,NA,NA
"886",1988,"HS",6,67864,65827,NA,NA,62529,66162,NA,NA
"887",1988,"HS",7,74619,97725,NA,NA,68097,99017,NA,NA
"888",1988,"HS",8,77423,74407,NA,NA,70627,76429,NA,NA
"889",1988,"HS",9,91443,62528,NA,NA,83099,66756,NA,NA
"890",1988,"HS",10,74235,74234,NA,NA,68994,74648,NA,NA
"891",1988,"HS",11,81081,46879,NA,NA,74211,50301,NA,NA
"892",1988,"HS",12,117932,43906,NA,NA,107295,50406,NA,NA
"893",1988,"HS",13,81081,22371,NA,NA,74918,24447,NA,NA
"894",1988,"HS",14,73341,43439,NA,NA,66929,46585,NA,NA
"895",1988,"HS",15,65952,107765,NA,NA,56995,113437,NA,NA
"896",1988,"HS",16,80225,22747,NA,NA,66170,21408,NA,NA
"897",1988,"HS",17,101794,35999,NA,NA,84450,35993,NA,NA
"898",1988,"HS",18,59426,57584,NA,NA,55197,56382,NA,NA
"899",1988,"HS",19,68638,41345,NA,NA,62154,39405,NA,NA
"900",1988,"HS",20,75033,74094,NA,NA,65228,76343,NA,NA
"901",1988,"HS",21,79103,49141,NA,NA,69169,52700,NA,NA
"902",1988,"HS",22,63571,79731,NA,NA,57128,82377,NA,NA
"903",1988,"HS",23,58413,37651,NA,NA,54389,36318,NA,NA
"904",1988,"HS",24,60685,56286,NA,NA,59644,52890,NA,NA
"905",1988,"HS",25,49001,54850,NA,NA,46660,52734,NA,NA
"906",1988,"HS",26,53841,58881,NA,NA,48733,59492,NA,NA
"907",1988,"HS",27,48414,56984,NA,NA,45683,56630,NA,NA
"908",1988,"HS",28,87156,58893,NA,NA,80726,60523,NA,NA
"909",1988,"HS",29,54731,79732,NA,NA,50232,83578,NA,NA
"910",1988,"HS",30,42869,41545,NA,NA,38058,41847,NA,NA
"911",1988,"HS",31,54726,49911,NA,NA,48808,51918,NA,NA
"912",1988,"HS",32,49201,78437,NA,NA,42534,81255,NA,NA
"913",1988,"HS",33,36519,56296,NA,NA,34513,55556,NA,NA
"914",1988,"HS",34,46990,97754,NA,NA,46558,96486,NA,NA
"915",1988,"HS",35,62674,60399,NA,NA,56706,63502,NA,NA
"916",1988,"HS",36,53767,95765,NA,NA,48598,97370,NA,NA
"917",1988,"HS",37,53331,104563,NA,NA,47919,106313,NA,NA
"918",1988,"HS",38,56204,83744,NA,NA,50478,85327,NA,NA
"919",1988,"HS",39,46886,43017,NA,NA,43332,43202,NA,NA
"920",1988,"HS",40,61970,45273,NA,NA,54147,48860,NA,NA
"921",1988,"HS",41,53029,71643,NA,NA,46758,74785,NA,NA
"922",1988,"HS",42,44004,73919,NA,NA,39580,75952,NA,NA
"923",1988,"HS",43,88697,62201,NA,NA,79079,68222,NA,NA
"924",1988,"HS",44,92507,51733,NA,NA,84737,55872,NA,NA
"925",1988,"HS",45,80391,41969,NA,NA,72478,45225,NA,NA
"926",1988,"HS",46,30662,17573,NA,NA,27980,18336,NA,NA
"927",1988,"HS",47,39847,7966,NA,NA,37412,8859,NA,NA
"928",1988,"HS",48,50720,10487,NA,NA,49052,10377,NA,NA
"929",1988,"HS",49,85891,29728,NA,NA,81464,31612,NA,NA
"930",1988,"HS",50,69075,22598,NA,NA,65579,23595,NA,NA
"931",1988,"HS",51,51085,96294,NA,NA,45008,97892,NA,NA
"932",1988,"HS",52,43619,78138,NA,NA,40002,78066,NA,NA
"933",1988,"HS",53,51016,46106,NA,NA,48588,44412,NA,NA
"934",1988,"HS",54,53817,42433,NA,NA,51613,42124,NA,NA
"935",1988,"HS",55,45176,22812,NA,NA,40807,23360,NA,NA
"936",1988,"HS",56,25702,8979,NA,NA,23407,8894,NA,NA
"937",1988,"HS",57,45731,34139,NA,NA,41315,35703,NA,NA
"938",1988,"HS",58,57316,87970,NA,NA,52480,89509,NA,NA
"939",1988,"HS",59,50135,38939,NA,NA,47427,37277,NA,NA
"940",1988,"HS",60,35568,32832,NA,NA,33527,31558,NA,NA
"941",1988,"HS",61,50390,89523,NA,NA,48069,88447,NA,NA
"942",1988,"HS",62,47335,82521,NA,NA,43197,83553,NA,NA
"943",1988,"HS",63,42824,55921,NA,NA,40900,53740,NA,NA
"944",1988,"HS",64,37170,83407,NA,NA,36199,85224,NA,NA
"945",1988,"HS",65,46228,84576,NA,NA,43679,82830,NA,NA
"946",1988,"HS",66,53331,49960,NA,NA,50659,48374,NA,NA
"947",1988,"HS",67,37410,102344,NA,NA,34219,103184,NA,NA
"948",1988,"HS",68,56472,66145,NA,NA,54485,64224,NA,NA
"949",1988,"HS",69,45170,96480,NA,NA,42004,99370,NA,NA
"950",1988,"HS",70,53784,129365,NA,NA,49372,131838,NA,NA
"951",1988,"HS",71,38990,76614,NA,NA,36767,75571,NA,NA
"952",1988,"HS",72,28608,40796,NA,NA,26434,40447,NA,NA
"953",1988,"HS",73,59679,100889,NA,NA,57862,98942,NA,NA
"954",1988,"HS",74,49599,103417,NA,NA,43693,105943,NA,NA
"955",1988,"HS",75,64347,109811,NA,NA,52803,116563,NA,NA
"956",1988,"HS",76,55702,125830,NA,NA,49330,128175,NA,NA
"957",1988,"HS",77,48078,88197,NA,NA,40262,93243,NA,NA
"958",1988,"HS",78,64347,70073,NA,NA,54412,75374,NA,NA
"959",1988,"HS",79,46469,35805,NA,NA,40597,39068,NA,NA
"960",1988,"HS",80,37430,48214,NA,NA,33642,49063,NA,NA
"961",1990,"SEN",1,NA,NA,106744,158616,NA,NA,NA,NA
"962",1990,"SEN",2,NA,NA,126893,100422,NA,NA,NA,NA
"963",1990,"SEN",3,NA,NA,151139,67869,NA,NA,NA,NA
"964",1990,"SEN",4,NA,NA,117485,136368,NA,NA,NA,NA
"965",1990,"SEN",5,NA,NA,103049,123728,NA,NA,NA,NA
"966",1990,"SEN",6,NA,NA,112685,117724,NA,NA,NA,NA
"967",1990,"SEN",7,NA,NA,128933,101753,NA,NA,NA,NA
"968",1990,"SEN",8,NA,NA,114473,55644,NA,NA,NA,NA
"969",1990,"SEN",9,NA,NA,130679,47207,NA,NA,NA,NA
"970",1990,"SEN",10,NA,NA,92350,65784,NA,NA,NA,NA
"971",1990,"SEN",11,NA,NA,123908,105274,NA,NA,NA,NA
"972",1990,"SEN",12,NA,NA,88423,90212,NA,NA,NA,NA
"973",1990,"SEN",13,NA,NA,90743,62985,NA,NA,NA,NA
"974",1990,"SEN",14,NA,NA,82727,102745,NA,NA,NA,NA
"975",1990,"SEN",15,NA,NA,68604,103445,NA,NA,NA,NA
"976",1990,"SEN",16,NA,NA,64898,94471,NA,NA,NA,NA
"977",1990,"SEN",17,NA,NA,106999,77407,NA,NA,NA,NA
"978",1990,"SEN",18,NA,NA,85872,94077,NA,NA,NA,NA
"979",1990,"SEN",19,NA,NA,81500,134444,NA,NA,NA,NA
"980",1990,"SEN",20,NA,NA,71254,57534,NA,NA,NA,NA
"981",1990,"SEN",21,NA,NA,61823,115376,NA,NA,NA,NA
"982",1990,"SEN",22,NA,NA,132021,78848,NA,NA,NA,NA
"983",1990,"SEN",23,NA,NA,68321,37908,NA,NA,NA,NA
"984",1990,"SEN",24,NA,NA,34574,22336,NA,NA,NA,NA
"985",1990,"SEN",25,NA,NA,75888,136760,NA,NA,NA,NA
"986",1990,"SEN",26,NA,NA,50664,46112,NA,NA,NA,NA
"987",1990,"SEN",27,NA,NA,50877,9550,NA,NA,NA,NA
"988",1990,"SEN",28,NA,NA,92503,37916,NA,NA,NA,NA
"989",1990,"SEN",29,NA,NA,69127,101910,NA,NA,NA,NA
"990",1990,"SEN",30,NA,NA,57146,38474,NA,NA,NA,NA
"991",1990,"SEN",31,NA,NA,67526,134819,NA,NA,NA,NA
"992",1990,"SEN",32,NA,NA,46857,82915,NA,NA,NA,NA
"993",1990,"SEN",33,NA,NA,50152,75182,NA,NA,NA,NA
"994",1990,"SEN",34,NA,NA,70277,79090,NA,NA,NA,NA
"995",1990,"SEN",35,NA,NA,59576,127996,NA,NA,NA,NA
"996",1990,"SEN",36,NA,NA,85484,121795,NA,NA,NA,NA
"997",1990,"SEN",37,NA,NA,83639,166693,NA,NA,NA,NA
"998",1990,"SEN",38,NA,NA,97504,172198,NA,NA,NA,NA
"999",1990,"SEN",39,NA,NA,81722,131306,NA,NA,NA,NA
"1000",1990,"SEN",40,NA,NA,59349,63708,NA,NA,NA,NA
"1001",1990,"HS",1,NA,NA,46752,70890,NA,NA,NA,NA
"1002",1990,"HS",2,NA,NA,69304,54830,NA,NA,NA,NA
"1003",1990,"HS",3,NA,NA,46949,70332,NA,NA,NA,NA
"1004",1990,"HS",4,NA,NA,50774,46822,NA,NA,NA,NA
"1005",1990,"HS",5,NA,NA,52534,77984,NA,NA,NA,NA
"1006",1990,"HS",6,NA,NA,51015,53543,NA,NA,NA,NA
"1007",1990,"HS",7,NA,NA,68308,88429,NA,NA,NA,NA
"1008",1990,"HS",8,NA,NA,65733,61646,NA,NA,NA,NA
"1009",1990,"HS",9,NA,NA,75943,48598,NA,NA,NA,NA
"1010",1990,"HS",10,NA,NA,60570,62010,NA,NA,NA,NA
"1011",1990,"HS",11,NA,NA,63761,34034,NA,NA,NA,NA
"1012",1990,"HS",12,NA,NA,83260,30222,NA,NA,NA,NA
"1013",1990,"HS",13,NA,NA,50071,13382,NA,NA,NA,NA
"1014",1990,"HS",14,NA,NA,48319,25955,NA,NA,NA,NA
"1015",1990,"HS",15,NA,NA,60608,77714,NA,NA,NA,NA
"1016",1990,"HS",16,NA,NA,63496,18338,NA,NA,NA,NA
"1017",1990,"HS",17,NA,NA,81987,27237,NA,NA,NA,NA
"1018",1990,"HS",18,NA,NA,44309,32021,NA,NA,NA,NA
"1019",1990,"HS",19,NA,NA,51609,30728,NA,NA,NA,NA
"1020",1990,"HS",20,NA,NA,61773,55235,NA,NA,NA,NA
"1021",1990,"HS",21,NA,NA,58716,34254,NA,NA,NA,NA
"1022",1990,"HS",22,NA,NA,54870,57416,NA,NA,NA,NA
"1023",1990,"HS",23,NA,NA,42963,26656,NA,NA,NA,NA
"1024",1990,"HS",24,NA,NA,64944,38941,NA,NA,NA,NA
"1025",1990,"HS",25,NA,NA,40722,39585,NA,NA,NA,NA
"1026",1990,"HS",26,NA,NA,40060,48470,NA,NA,NA,NA
"1027",1990,"HS",27,NA,NA,40175,51263,NA,NA,NA,NA
"1028",1990,"HS",28,NA,NA,68890,41024,NA,NA,NA,NA
"1029",1990,"HS",29,NA,NA,46931,65923,NA,NA,NA,NA
"1030",1990,"HS",30,NA,NA,28838,33761,NA,NA,NA,NA
"1031",1990,"HS",31,NA,NA,36005,39725,NA,NA,NA,NA
"1032",1990,"HS",32,NA,NA,38445,67842,NA,NA,NA,NA
"1033",1990,"HS",33,NA,NA,26588,45782,NA,NA,NA,NA
"1034",1990,"HS",34,NA,NA,37982,73882,NA,NA,NA,NA
"1035",1990,"HS",35,NA,NA,43515,44082,NA,NA,NA,NA
"1036",1990,"HS",36,NA,NA,42353,69532,NA,NA,NA,NA
"1037",1990,"HS",37,NA,NA,43194,73824,NA,NA,NA,NA
"1038",1990,"HS",38,NA,NA,41573,58676,NA,NA,NA,NA
"1039",1990,"HS",39,NA,NA,28792,28595,NA,NA,NA,NA
"1040",1990,"HS",40,NA,NA,41634,30749,NA,NA,NA,NA
"1041",1990,"HS",41,NA,NA,35824,55858,NA,NA,NA,NA
"1042",1990,"HS",42,NA,NA,30669,54435,NA,NA,NA,NA
"1043",1990,"HS",43,NA,NA,66446,44351,NA,NA,NA,NA
"1044",1990,"HS",44,NA,NA,67243,38536,NA,NA,NA,NA
"1045",1990,"HS",45,NA,NA,54691,28177,NA,NA,NA,NA
"1046",1990,"HS",46,NA,NA,18591,11934,NA,NA,NA,NA
"1047",1990,"HS",47,NA,NA,22414,4795,NA,NA,NA,NA
"1048",1990,"HS",48,NA,NA,27966,6953,NA,NA,NA,NA
"1049",1990,"HS",49,NA,NA,56437,21229,NA,NA,NA,NA
"1050",1990,"HS",50,NA,NA,41860,15803,NA,NA,NA,NA
"1051",1990,"HS",51,NA,NA,38019,69386,NA,NA,NA,NA
"1052",1990,"HS",52,NA,NA,30742,52843,NA,NA,NA,NA
"1053",1990,"HS",53,NA,NA,32560,29050,NA,NA,NA,NA
"1054",1990,"HS",54,NA,NA,32396,29493,NA,NA,NA,NA
"1055",1990,"HS",55,NA,NA,27086,16087,NA,NA,NA,NA
"1056",1990,"HS",56,NA,NA,13984,6435,NA,NA,NA,NA
"1057",1990,"HS",57,NA,NA,27025,23240,NA,NA,NA,NA
"1058",1990,"HS",58,NA,NA,42397,63462,NA,NA,NA,NA
"1059",1990,"HS",59,NA,NA,30984,26708,NA,NA,NA,NA
"1060",1990,"HS",60,NA,NA,20994,20418,NA,NA,NA,NA
"1061",1990,"HS",61,NA,NA,39612,67166,NA,NA,NA,NA
"1062",1990,"HS",62,NA,NA,33938,58004,NA,NA,NA,NA
"1063",1990,"HS",63,NA,NA,27301,37664,NA,NA,NA,NA
"1064",1990,"HS",64,NA,NA,27160,59380,NA,NA,NA,NA
"1065",1990,"HS",65,NA,NA,34834,59715,NA,NA,NA,NA
"1066",1990,"HS",66,NA,NA,38942,34791,NA,NA,NA,NA
"1067",1990,"HS",67,NA,NA,30152,73923,NA,NA,NA,NA
"1068",1990,"HS",68,NA,NA,39098,47779,NA,NA,NA,NA
"1069",1990,"HS",69,NA,NA,34909,69575,NA,NA,NA,NA
"1070",1990,"HS",70,NA,NA,47390,99732,NA,NA,NA,NA
"1071",1990,"HS",71,NA,NA,27934,52592,NA,NA,NA,NA
"1072",1990,"HS",72,NA,NA,19347,27350,NA,NA,NA,NA
"1073",1990,"HS",73,NA,NA,47420,80155,NA,NA,NA,NA
"1074",1990,"HS",74,NA,NA,39461,82392,NA,NA,NA,NA
"1075",1990,"HS",75,NA,NA,49153,81537,NA,NA,NA,NA
"1076",1990,"HS",76,NA,NA,47911,100233,NA,NA,NA,NA
"1077",1990,"HS",77,NA,NA,37576,62828,NA,NA,NA,NA
"1078",1990,"HS",78,NA,NA,44009,46260,NA,NA,NA,NA
"1079",1990,"HS",79,NA,NA,29469,25243,NA,NA,NA,NA
"1080",1990,"HS",80,NA,NA,25324,34096,NA,NA,NA,NA
"1081",1992,"SEN",1,126771,142246,NA,NA,137376,179748,151181,181326
"1082",1992,"SEN",2,173049,90976,NA,NA,179248,122123,205588,107012
"1083",1992,"SEN",3,248961,70615,NA,NA,254893,82171,277877,72164
"1084",1992,"SEN",4,120380,106972,NA,NA,120279,138843,141411,125043
"1085",1992,"SEN",5,119774,111027,NA,NA,128483,133198,145585,122442
"1086",1992,"SEN",6,139282,105318,NA,NA,151549,118574,165938,110627
"1087",1992,"SEN",7,158228,121787,NA,NA,181042,140677,210197,124324
"1088",1992,"SEN",8,185435,76527,NA,NA,189304,83265,215105,69764
"1089",1992,"SEN",9,238538,38107,NA,NA,235858,45241,244796,39809
"1090",1992,"SEN",10,147737,78290,NA,NA,155065,93122,179877,80480
"1091",1992,"SEN",11,179056,109040,NA,NA,195468,129907,224448,115872
"1092",1992,"SEN",12,102733,101183,NA,NA,102870,124594,119897,112717
"1093",1992,"SEN",13,135578,62880,NA,NA,140141,76344,160182,67587
"1094",1992,"SEN",14,101386,134006,NA,NA,56123,178578,106408,157825
"1095",1992,"SEN",15,146434,80550,NA,NA,148793,103135,175858,88572
"1096",1992,"SEN",16,76229,60025,NA,NA,83125,79206,73796,69299
"1097",1992,"SEN",17,90054,117079,NA,NA,84632,159102,101351,141230
"1098",1992,"SEN",18,138177,115175,NA,NA,143518,153658,159790,140994
"1099",1992,"SEN",19,113025,106062,NA,NA,116199,148109,134222,131807
"1100",1992,"SEN",20,95515,37973,NA,NA,92946,56032,101543,46368
"1101",1992,"SEN",21,128384,101095,NA,NA,127377,129327,140747,112097
"1102",1992,"SEN",22,53022,17380,NA,NA,50698,21009,53839,17725
"1103",1992,"SEN",23,233358,67914,NA,NA,235048,119911,254325,101685
"1104",1992,"SEN",24,71789,42755,NA,NA,65719,54502,76618,43537
"1105",1992,"SEN",25,125501,29199,NA,NA,119562,40300,125536,33782
"1106",1992,"SEN",26,154175,18199,NA,NA,148039,26055,150596,21026
"1107",1992,"SEN",27,123804,104715,NA,NA,124473,140286,139793,119280
"1108",1992,"SEN",28,119417,67913,NA,NA,122000,90770,133837,77731
"1109",1992,"SEN",29,105399,117392,NA,NA,100829,152407,121347,127879
"1110",1992,"SEN",30,69063,34111,NA,NA,62510,45887,71762,36442
"1111",1992,"SEN",31,108815,114968,NA,NA,99814,150444,121065,134953
"1112",1992,"SEN",32,86982,61784,NA,NA,77411,81184,92018,71345
"1113",1992,"SEN",33,94615,159403,NA,NA,96304,202325,118952,178901
"1114",1992,"SEN",34,64396,70971,NA,NA,61938,93951,72893,79652
"1115",1992,"SEN",35,119338,154374,NA,NA,126295,199646,147865,175908
"1116",1992,"SEN",36,99349,111403,NA,NA,95161,150903,112638,132732
"1117",1992,"SEN",37,100371,111864,NA,NA,110951,145247,126275,131695
"1118",1992,"SEN",38,102491,130560,NA,NA,111642,167358,129035,149139
"1119",1992,"SEN",39,141688,105422,NA,NA,155703,134129,170032,124832
"1120",1992,"SEN",40,92990,71516,NA,NA,94764,90514,103684,83058
"1121",1992,"HS",1,39587,48137,NA,NA,92399,56317,107198,56963
"1122",1992,"HS",2,53164,65396,NA,NA,48957,89784,60768,79833
"1123",1992,"HS",3,61997,64769,NA,NA,63294,84638,74337,76043
"1124",1992,"HS",4,64774,77479,NA,NA,74082,95110,86844,85283
"1125",1992,"HS",5,62752,70196,NA,NA,72422,79312,80283,74562
"1126",1992,"HS",6,114022,46865,NA,NA,120076,58534,136335,51135
"1127",1992,"HS",7,83462,42839,NA,NA,88849,55805,98390,50049
"1128",1992,"HS",8,67216,41576,NA,NA,71322,49079,80645,45210
"1129",1992,"HS",9,76530,35122,NA,NA,79127,39262,85655,35945
"1130",1992,"HS",10,68349,70470,NA,NA,74991,80490,84378,75196
"1131",1992,"HS",11,86431,44059,NA,NA,89582,52055,100943,45707
"1132",1992,"HS",12,102429,35323,NA,NA,102346,35140,114053,29574
"1133",1992,"HS",13,134939,23750,NA,NA,134817,23637,141542,21029
"1134",1992,"HS",14,139573,18216,NA,NA,138950,22595,151925,19328
