case	year	chamber	District	prez_party	mid_penalty	Dem	Repub	incumbent
588	2002	HS	80	-1	-1	33757	36254	0
589	1972	HS	1	-1	0	67078	27137	1
590	1976	HS	1	-1	0	0	70276	0
591	1984	HS	1	-1	0	0	109941	-1
592	1992	HS	1	-1	0	102093	61623	1
593	2004	HS	1	-1	0	0	64587	0
594	2008	HS	1	-1	0	137777	56870	0
595	1972	SEN	1	-1	0	0	48398	0
596	1976	SEN	1	-1	0	106555	127451	1
597	1992	SEN	1	-1	0	0	189095	0
598	2004	SEN	1	-1	0	141462	0	0
599	1972	HS	2	-1	0	0	56963	0
600	1976	HS	2	-1	0	74626	0	1
601	1988	HS	2	-1	0	104282	35200	1
602	2004	HS	2	-1	0	62643	115651	-1
603	1984	HS	3	-1	0	37305	90249	-1
604	1988	HS	3	-1	0	0	79681	-1
605	1992	HS	3	-1	0	0	85685	0
606	2004	HS	3	-1	0	70126	0	0
607	1972	SEN	3	-1	0	93994	95260	0
608	1976	SEN	3	-1	0	155403	0	1
609	1988	SEN	3	-1	0	164608	76798	1
610	2004	SEN	3	-1	0	258166	98332	0
611	2008	SEN	3	-1	0	326755	80617	0
612	1972	HS	4	-1	0	59555	60279	-1
613	1976	HS	4	-1	0	74733	26662	0
614	1992	HS	4	-1	0	64400	0	0
615	2008	HS	4	-1	0	0	166736	-1
616	1976	HS	5	-1	0	0	27518	0
617	1984	HS	5	-1	0	70450	0	1
618	1988	HS	5	-1	0	64248	93188	-1
619	1992	HS	5	-1	0	0	93833	0
620	2004	HS	5	-1	0	0	104895	0
621	2008	HS	5	-1	0	71733	0	0
622	1976	SEN	5	-1	0	0	73812	-1
623	1984	SEN	5	-1	0	0	70919	0
624	1988	SEN	5	-1	0	184171	82310	1
625	1992	SEN	5	-1	0	162122	0	0
626	2004	SEN	5	-1	0	154519	141539	1
627	2008	SEN	5	-1	0	207108	113778	0
628	1972	HS	6	-1	0	38129	80370	-1
629	2008	HS	6	-1	0	0	50053	0
630	1972	HS	7	-1	0	49211	0	0
631	1992	HS	7	-1	0	99269	0	0
632	2004	HS	7	-1	0	101130	0	0
633	1972	SEN	7	-1	0	94488	159061	0
634	1976	SEN	7	-1	0	73797	0	0
635	1988	SEN	7	-1	0	172875	104148	1
636	1992	SEN	7	-1	0	195777	141709	1
637	2008	SEN	7	-1	0	256311	128878	0
638	1972	HS	8	-1	0	58329	25253	1
639	1984	HS	8	-1	0	70219	76167	-1
640	1988	HS	8	-1	0	47976	0	0
641	1992	HS	8	-1	0	83839	53509	1
642	2004	HS	8	-1	0	101171	59842	1
643	1972	HS	9	-1	0	58064	24406	1
644	1976	HS	9	-1	0	59079	0	1
645	1984	HS	9	-1	0	63867	83402	-1
646	1992	HS	9	-1	0	0	33990	0
647	2004	HS	9	-1	0	0	32734	0
648	2008	HS	9	-1	0	92038	0	1
649	1972	SEN	9	-1	0	116902	0	0
650	1976	SEN	9	-1	0	0	50970	0
651	1984	SEN	9	-1	0	192317	0	1
652	1988	SEN	9	-1	0	0	54373	0
653	1992	SEN	9	-1	0	227930	0	1
654	2008	SEN	9	-1	0	0	53299	0
655	1972	HS	10	-1	0	0	69214	0
656	1976	HS	10	-1	0	85036	34213	1
657	1984	HS	10	-1	0	99335	0	1
658	1988	HS	10	-1	0	83901	62991	1
659	1992	HS	10	-1	0	70731	89449	0
660	2004	HS	10	-1	0	0	121741	-1
661	2008	HS	10	-1	0	0	87768	0
662	1988	HS	11	-1	0	86124	32625	1
663	1992	HS	11	-1	0	114692	0	1
664	2004	HS	11	-1	0	95912	0	1
665	1972	SEN	11	-1	0	283179	104964	1
666	1976	SEN	11	-1	0	136846	0	1
667	1984	SEN	11	-1	0	0	148629	0
668	1988	SEN	11	-1	0	100639	0	0
669	1992	SEN	11	-1	0	0	218855	-1
670	2004	SEN	11	-1	0	230484	0	0
671	1972	HS	12	-1	0	24787	62566	-1
672	1976	HS	12	-1	0	0	49400	0
673	1984	HS	12	-1	0	130682	0	1
674	1988	HS	12	-1	0	0	36626	0
675	1992	HS	12	-1	0	84924	34104	1
676	2004	HS	12	-1	0	0	23803	0
677	1976	HS	13	-1	0	56473	0	1
678	1988	HS	13	-1	0	74802	0	1
679	1992	HS	13	-1	0	103799	28253	1
680	2004	HS	13	-1	0	148863	0	1
681	1972	SEN	13	-1	0	166337	62401	1
682	1976	SEN	13	-1	0	104953	92872	0
683	1984	SEN	13	-1	0	131808	0	1
684	1988	SEN	13	-1	0	0	65231	0
685	1992	SEN	13	-1	0	140081	0	1
686	2004	SEN	13	-1	0	0	62157	0
687	2008	SEN	13	-1	0	179855	0	1
688	1976	HS	14	-1	0	55486	15165	1
689	1988	HS	14	-1	0	80749	30396	1
690	1992	HS	14	-1	0	126317	0	1
691	2004	HS	14	-1	0	0	32531	0
692	2008	HS	14	-1	0	162432	0	0
693	1972	HS	15	-1	0	66173	19058	1
694	1976	HS	15	-1	0	71181	22165	0
695	1984	HS	15	-1	0	43736	107402	-1
696	2004	HS	15	-1	0	91709	113079	-1
697	2008	HS	15	-1	0	125897	115096	0
698	1976	SEN	15	-1	0	85045	82194	0
699	1984	SEN	15	-1	0	162173	51582	1
700	1988	SEN	15	-1	0	176467	0	1
701	1992	SEN	15	-1	0	0	95142	0
702	2004	SEN	15	-1	0	157556	0	0
703	1972	HS	16	-1	0	65627	26380	1
704	1976	HS	16	-1	0	0	11410	0
705	1988	HS	16	-1	0	63672	13263	0
706	1992	HS	16	-1	0	0	24324	0
707	2008	HS	16	-1	0	136066	18817	1
708	1972	HS	17	-1	0	54239	11211	1
709	1976	HS	17	-1	0	51083	0	1
710	1988	HS	17	-1	0	0	28159	0
711	1992	HS	17	-1	0	57697	59165	0
712	2008	HS	17	-1	0	77525	39480	1
713	1984	SEN	17	-1	0	148827	78003	1
714	1988	SEN	17	-1	0	170514	69754	1
715	1992	SEN	17	-1	0	101715	0	0
716	2004	SEN	17	-1	0	0	179992	0
717	1972	HS	18	-1	0	47645	14989	1
718	1976	HS	18	-1	0	54661	23475	1
719	1984	HS	18	-1	0	64866	0	1
720	1992	HS	18	-1	0	87971	0	1
721	2008	HS	18	-1	0	115780	33596	1
722	1972	HS	19	-1	0	61133	15915	1
723	1976	HS	19	-1	0	0	21797	0
724	1984	HS	19	-1	0	67479	35152	1
725	1988	HS	19	-1	0	67584	0	1
726	1992	HS	19	-1	0	108428	36020	1
727	2004	HS	19	-1	0	114277	0	1
728	2008	HS	19	-1	0	0	39132	0
729	1988	SEN	19	-1	0	0	216257	-1
730	2004	SEN	19	-1	0	151085	233365	-1
731	2008	SEN	19	-1	0	0	207976	0
732	1972	HS	20	-1	0	35156	14649	1
733	1976	HS	20	-1	0	32726	74214	-1
734	1988	HS	20	-1	0	0	62789	-1
735	1992	HS	20	-1	0	83889	47044	1
736	2004	HS	20	-1	0	87724	40114	0
737	1972	HS	21	-1	0	0	65423	-1
738	1984	HS	21	-1	0	79488	34965	1
739	1992	HS	21	-1	0	0	55497	0
740	2004	HS	21	-1	0	98002	92118	0
741	1988	SEN	21	-1	0	77362	188573	-1
742	2008	SEN	21	-1	0	204737	0	0
743	1972	HS	22	-1	0	58418	95657	-1
744	1984	HS	22	-1	0	0	87583	-1
745	1988	HS	22	-1	0	49353	85386	-1
746	1992	HS	22	-1	0	81578	0	1
747	2004	HS	22	-1	0	91561	38746	1
748	1976	HS	23	-1	0	45054	38413	1
749	1988	HS	23	-1	0	60269	0	1
750	1992	HS	23	-1	0	54539	28212	1
751	2004	HS	23	-1	0	0	26051	0
752	1972	SEN	23	-1	0	0	163419	-1
753	1976	SEN	23	-1	0	110488	48980	1
754	1984	SEN	23	-1	0	112234	51521	1
755	1992	SEN	23	-1	0	198425	117455	0
756	2004	SEN	23	-1	0	229321	0	1
757	2008	SEN	23	-1	0	0	96274	0
758	1976	HS	24	-1	0	65221	40479	1
759	1988	HS	24	-1	0	61235	53082	1
760	1992	HS	24	-1	0	0	86165	-1
761	2004	HS	24	-1	0	94152	0	1
762	1972	HS	25	-1	0	106784	0	1
763	1976	HS	25	-1	0	0	15276	0
764	1988	HS	25	-1	0	0	23759	0
765	2008	HS	25	-1	0	69223	102951	-1
766	1972	SEN	25	-1	0	132616	0	0
767	1988	SEN	25	-1	0	97823	190717	0
768	1992	SEN	25	-1	0	0	30666	0
769	2004	SEN	25	-1	0	0	52485	0
770	1992	HS	26	-1	0	54552	0	1
771	2008	HS	26	-1	0	65940	70620	0
772	1972	HS	27	-1	0	66136	40711	0
773	1976	HS	27	-1	0	65711	0	1
774	1984	HS	27	-1	0	81853	0	1
775	1988	HS	27	-1	0	85569	0	1
776	1992	HS	27	-1	0	0	58873	0
777	2004	HS	27	-1	0	129410	59076	1
778	1972	SEN	27	-1	0	0	36738	0
779	1984	SEN	27	-1	0	109463	15188	1
780	1988	SEN	27	-1	0	98937	0	1
781	1992	SEN	27	-1	0	123956	129010	-1
782	1972	HS	28	-1	0	41388	38109	-1
783	1976	HS	28	-1	0	61322	50314	0
784	1984	HS	28	-1	0	94612	35235	1
785	1988	HS	28	-1	0	102654	42283	1
786	2004	HS	28	-1	0	67586	39257	1
787	2008	HS	28	-1	0	90012	0	1
788	1972	HS	29	-1	0	0	40215	0
789	1988	HS	29	-1	0	0	89935	-1
790	2004	HS	29	-1	0	0	95209	0
791	1976	SEN	29	-1	0	77053	16877	0
792	1988	SEN	29	-1	0	0	178131	-1
793	1992	SEN	29	-1	0	116021	148754	0
794	2004	SEN	29	-1	0	101350	0	0
795	2008	SEN	29	-1	0	127536	0	0
796	1984	HS	30	-1	0	57397	24695	1
797	1992	HS	30	-1	0	52566	28048	1
798	1972	HS	31	-1	0	36516	68892	-1
799	1976	HS	31	-1	0	0	44655	0
800	1984	HS	31	-1	0	68073	39328	1
801	2008	HS	31	-1	0	0	28310	0
802	1988	SEN	31	-1	0	89239	197576	-1
803	2008	SEN	31	-1	0	0	186191	-1
804	1972	HS	32	-1	0	38845	46532	-1
805	1976	HS	32	-1	0	26299	42516	-1
806	1988	HS	32	-1	0	33081	87483	-1
807	1992	HS	32	-1	0	42515	0	0
808	2004	HS	32	-1	0	35130	129510	-1
809	2008	HS	32	-1	0	53789	120628	-1
810	1972	HS	33	-1	0	28675	54907	-1
811	1976	HS	33	-1	0	35044	48206	-1
812	1988	HS	33	-1	0	30096	60271	-1
813	1992	HS	33	-1	0	0	86090	0
814	2004	HS	33	-1	0	57673	99864	0
815	2008	HS	33	-1	0	64740	114316	-1
816	1984	SEN	33	-1	0	0	94678	0
817	1992	SEN	33	-1	0	0	191974	0
818	2008	SEN	33	-1	0	157945	219068	0
819	1972	HS	34	-1	0	21159	59012	-1
820	1988	HS	34	-1	0	41998	0	0
821	1992	HS	34	-1	0	45533	82792	0
822	2004	HS	34	-1	0	36819	80149	-1
823	2008	HS	34	-1	0	44263	77620	0
824	1972	HS	35	-1	0	42864	82430	-1
825	1984	HS	35	-1	0	77470	50117	1
826	1988	HS	35	-1	0	109964	0	1
827	1972	SEN	35	-1	0	107068	0	0
828	1984	SEN	35	-1	0	56951	0	0
829	1988	SEN	35	-1	0	55661	0	0
830	1992	SEN	35	-1	0	107512	0	0
831	2004	SEN	35	-1	0	0	230220	0
832	2008	SEN	35	-1	0	157271	222149	0
833	1972	HS	36	-1	0	66055	66671	-1
834	1976	HS	36	-1	0	42574	50874	0
835	1988	HS	36	-1	0	0	101012	-1
836	1992	HS	36	-1	0	45893	0	0
837	2004	HS	36	-1	0	45595	89365	-1
838	2008	HS	36	-1	0	74841	79502	0
839	1972	HS	37	-1	0	85658	0	1
840	1976	HS	37	-1	0	46515	56129	-1
841	1984	HS	37	-1	0	0	105919	-1
842	1988	HS	37	-1	0	37617	0	0
843	1992	HS	37	-1	0	0	66364	0
844	2004	HS	37	-1	0	74774	0	0
845	2008	HS	37	-1	0	93857	102087	-1
846	1976	SEN	37	-1	0	119047	57578	0
847	1988	SEN	37	-1	0	0	212274	-1
848	2004	SEN	37	-1	0	123602	182578	-1
849	2008	SEN	37	-1	0	157142	190415	0
850	1972	HS	38	-1	0	50370	23721	1
851	1976	HS	38	-1	0	50424	70914	-1
852	1984	HS	38	-1	0	43371	84046	-1
853	1992	HS	38	-1	0	59742	0	0
854	2008	HS	38	-1	0	84936	103761	-1
855	1988	HS	39	-1	0	0	21719	0
856	1992	HS	39	-1	0	0	16739	0
857	2004	HS	39	-1	0	56017	16936	1
858	2008	HS	39	-1	0	59495	0	0
859	1976	SEN	39	-1	0	153724	81700	-1
860	1988	SEN	39	-1	0	72908	0	0
861	1992	SEN	39	-1	0	187353	102419	0
862	2004	SEN	39	-1	0	200737	0	0
863	2008	SEN	39	-1	0	227475	0	1
864	1972	HS	40	-1	0	0	12141	0
865	1984	HS	40	-1	0	71144	0	1
866	1988	HS	40	-1	0	75161	0	1
867	1992	HS	40	-1	0	66597	0	0
868	2004	HS	40	-1	0	69421	50323	1
869	2008	HS	40	-1	0	0	32973	0
870	1972	HS	41	-1	0	56698	0	1
871	1976	HS	41	-1	0	0	73645	-1
872	1984	HS	41	-1	0	0	82105	-1
873	1992	HS	41	-1	0	0	72580	0
874	2004	HS	41	-1	0	0	64029	0
875	1972	HS	42	-1	0	0	25237	0
876	1976	HS	42	-1	0	39772	62145	-1
877	1984	HS	42	-1	0	32033	82721	-1
878	1972	HS	43	-1	0	24922	0	0
879	1984	HS	43	-1	0	87965	0	1
880	1988	HS	43	-1	0	84980	47620	1
881	1992	HS	43	-1	0	42962	0	0
882	1972	HS	44	-1	0	74250	27957	1
883	1976	HS	44	-1	0	61111	0	1
884	1984	HS	44	-1	0	76168	54477	1
885	1988	HS	44	-1	0	0	53868	0
886	1992	HS	44	-1	0	0	77044	0
887	2008	HS	44	-1	0	102896	0	1
888	1972	HS	45	-1	0	43575	29974	1
889	1976	HS	45	-1	0	68878	32555	1
890	1984	HS	45	-1	0	69480	34265	1
891	1988	HS	45	-1	0	78045	0	1
892	1992	HS	45	-1	0	37196	0	1
893	2008	HS	45	-1	0	70869	15506	1
894	1972	HS	46	-1	0	0	93246	-1
895	1976	HS	46	-1	0	36871	19616	1
896	1984	HS	46	-1	0	32848	12957	1
897	1988	HS	46	-1	0	31509	12261	1
898	1992	HS	46	-1	0	21429	6368	0
899	2008	HS	46	-1	0	51556	9180	0
900	1972	HS	47	-1	0	32991	0	0
901	1976	HS	47	-1	0	38586	7871	0
902	1984	HS	47	-1	0	45039	6708	1
903	1988	HS	47	-1	0	41708	0	1
904	1992	HS	47	-1	0	105838	18344	1
905	2004	HS	47	-1	0	118495	0	0
906	2008	HS	47	-1	0	134003	23642	1
907	1972	HS	48	-1	0	42194	26133	0
908	1976	HS	48	-1	0	38133	9188	0
909	1984	HS	48	-1	0	59507	9884	1
910	1992	HS	48	-1	0	55719	4159	1
911	2004	HS	48	-1	0	68289	8333	1
912	2008	HS	48	-1	0	75279	0	1
913	1984	HS	49	-1	0	81117	25600	1
914	1992	HS	49	-1	0	0	32258	0
915	2004	HS	49	-1	0	0	23927	0
916	2008	HS	49	-1	0	62418	30511	1
917	1972	HS	50	-1	0	48255	45301	0
918	1976	HS	50	-1	0	48121	0	1
919	1984	HS	50	-1	0	70716	18237	1
920	1972	HS	51	-1	0	59950	17753	1
921	1984	HS	51	-1	0	0	93014	-1
922	1988	HS	51	-1	0	47780	0	0
923	1992	HS	51	-1	0	74904	0	1
924	2008	HS	51	-1	0	95589	0	1
925	1976	HS	52	-1	0	0	25559	0
926	1984	HS	52	-1	0	32189	75946	-1
927	2004	HS	52	-1	0	59923	0	1
928	2008	HS	52	-1	0	72895	11700	0
929	1976	HS	53	-1	0	28834	0	0
930	1988	HS	53	-1	0	55317	38935	1
931	1992	HS	53	-1	0	95703	0	0
932	2004	HS	53	-1	0	95156	79505	0
933	2008	HS	53	-1	0	127117	61692	1
934	1972	HS	54	-1	0	24987	70966	-1
935	1976	HS	54	-1	0	38874	10796	1
936	1988	HS	54	-1	0	48268	45396	-1
937	1992	HS	54	-1	0	0	66282	-1
938	2004	HS	54	-1	0	0	73701	0
939	2008	HS	54	-1	0	0	61650	0
940	1972	HS	55	-1	0	44206	0	1
941	1976	HS	55	-1	0	0	18880	0
942	1984	HS	55	-1	0	44505	0	1
943	1972	HS	56	-1	0	44026	26225	1
944	1984	HS	56	-1	0	26981	6124	1
945	1988	HS	56	-1	0	26608	0	0
946	1992	HS	56	-1	0	61330	0	1
947	1972	HS	57	-1	0	0	46882	-1
948	1984	HS	57	-1	0	0	23416	0
949	1988	HS	57	-1	0	0	20655	0
950	1992	HS	57	-1	0	0	24824	0
951	1984	HS	58	-1	0	41603	0	0
952	1988	HS	58	-1	0	45763	86096	-1
953	1992	HS	58	-1	0	62426	0	0
954	1972	HS	59	-1	0	76413	0	1
955	1976	HS	59	-1	0	61384	0	1
956	1984	HS	59	-1	0	55869	27339	1
957	2004	HS	59	-1	0	64375	0	0
958	2008	HS	59	-1	0	73011	0	0
959	1976	HS	60	-1	0	37907	17358	1
960	1984	HS	60	-1	0	44824	21774	1
961	1988	HS	60	-1	0	44187	0	1
962	1992	HS	60	-1	0	0	67397	-1
963	1972	HS	61	-1	0	0	23962	0
964	1976	HS	61	-1	0	0	58231	-1
965	1984	HS	61	-1	0	0	85270	-1
966	1988	HS	61	-1	0	0	84898	0
967	1992	HS	61	-1	0	32740	0	0
968	2004	HS	61	-1	0	58120	33281	1
969	2008	HS	61	-1	0	0	33284	0
970	1972	HS	62	-1	0	28968	78013	-1
971	1976	HS	62	-1	0	44798	52211	-1
972	1984	HS	62	-1	0	30854	0	0
973	1988	HS	62	-1	0	35843	0	0
974	1992	HS	62	-1	0	0	30750	0
975	2004	HS	62	-1	0	51407	28210	0
976	2008	HS	62	-1	0	78003	0	1
977	1972	HS	63	-1	0	53475	0	0
978	1988	HS	63	-1	0	48611	48391	-1
979	1992	HS	63	-1	0	42860	0	0
980	2004	HS	63	-1	0	0	83719	0
981	1972	HS	64	-1	0	0	82005	-1
982	1976	HS	64	-1	0	44168	0	0
983	1992	HS	64	-1	0	0	56298	0
984	2004	HS	64	-1	0	61120	96606	-1
985	2008	HS	64	-1	0	0	124414	0
986	1976	HS	65	-1	0	47021	27385	1
987	1988	HS	65	-1	0	0	85982	-1
988	1992	HS	65	-1	0	50768	0	0
989	2004	HS	65	-1	0	58454	93676	-1
990	2008	HS	65	-1	0	82305	93566	-1
991	1976	HS	66	-1	0	45078	23693	1
992	1984	HS	66	-1	0	0	39935	0
993	2004	HS	66	-1	0	53481	0	0
994	2008	HS	66	-1	0	69040	95093	-1
995	1984	HS	67	-1	0	28035	0	0
996	1988	HS	67	-1	0	33924	99064	-1
997	1992	HS	67	-1	0	0	95444	-1
998	2004	HS	67	-1	0	0	107847	-1
999	2008	HS	67	-1	0	65622	108502	-1
1000	1984	HS	68	-1	0	59504	53786	1
1001	1992	HS	68	-1	0	46222	61615	0
1002	2004	HS	68	-1	0	50453	78606	0
1003	2008	HS	68	-1	0	61239	72034	-1
1004	1976	HS	69	-1	0	37524	63182	0
1005	1988	HS	69	-1	0	40312	95928	-1
1006	1992	HS	69	-1	0	32700	0	1
1007	2004	HS	69	-1	0	38516	0	0
1008	1972	HS	70	-1	0	74799	116597	-1
1009	1976	HS	70	-1	0	38206	0	0
1010	1988	HS	70	-1	0	51773	124329	-1
1011	1992	HS	70	-1	0	0	93865	-1
1012	2004	HS	70	-1	0	0	112844	0
1013	2008	HS	70	-1	0	83709	114556	-1
1014	1972	HS	71	-1	0	79914	139051	-1
1015	1976	HS	71	-1	0	47238	47202	0
1016	1988	HS	71	-1	0	34000	76700	-1
1017	1992	HS	71	-1	0	60279	97714	0
1018	2004	HS	71	-1	0	54041	120657	-1
1019	1972	HS	72	-1	0	51160	0	1
1020	1976	HS	72	-1	0	0	29380	0
1021	1984	HS	72	-1	0	37112	36856	1
1022	1988	HS	72	-1	0	33194	34037	0
1023	1992	HS	72	-1	0	45934	0	0
1024	2004	HS	72	-1	0	41528	0	0
1025	1988	HS	73	-1	0	45930	0	0
1026	2004	HS	73	-1	0	0	100328	0
1027	2008	HS	73	-1	0	0	87905	0
1028	1972	HS	74	-1	0	0	57398	0
1029	1976	HS	74	-1	0	61720	0	0
1030	1988	HS	74	-1	0	0	101958	-1
1031	2004	HS	74	-1	0	68180	0	0
1032	2008	HS	74	-1	0	72126	0	0
1033	1972	HS	75	-1	0	33129	42498	-1
1034	1976	HS	75	-1	0	63218	47825	1
1035	1988	HS	75	-1	0	47914	106097	-1
1036	1992	HS	75	-1	0	0	100858	0
1037	2004	HS	75	-1	0	0	108728	-1
1038	2008	HS	75	-1	0	0	98758	0
1039	1972	HS	76	-1	0	78647	0	0
1040	1988	HS	76	-1	0	45198	0	0
1041	2004	HS	76	-1	0	93601	0	0
1042	2008	HS	76	-1	0	113754	0	1
1043	1972	HS	77	-1	0	72946	27204	1
1044	1984	HS	77	-1	0	0	108742	-1
1045	1988	HS	77	-1	0	0	82428	0
1046	2004	HS	77	-1	0	0	106827	-1
1047	2008	HS	77	-1	0	0	92621	-1
1048	1972	HS	78	-1	0	54054	51417	-1
1049	1976	HS	78	-1	0	0	46374	0
1050	1984	HS	78	-1	0	83193	0	1
1051	1988	HS	78	-1	0	78606	0	1
1052	2004	HS	78	-1	0	74888	0	0
1053	1972	HS	79	-1	0	43608	21251	1
1054	1976	HS	79	-1	0	43358	0	1
1055	1984	HS	79	-1	0	0	23420	0
1056	1988	HS	79	-1	0	0	21566	0
1057	2004	HS	79	-1	0	78565	0	1
1058	1976	HS	80	-1	0	64733	22606	1
1059	1984	HS	80	-1	0	66318	0	1
1060	1988	HS	80	-1	0	49803	0	1
1061	1992	HS	80	-1	0	56760	0	0
1062	1996	HS	1	1	0	87800	0	0
1063	2000	HS	1	1	0	0	51753	0
1064	2012	HS	1	1	0	0	116098	0
1065	1968	SEN	1	1	0	95998	0	1
1066	1980	SEN	1	1	0	71041	0	0
1067	1996	SEN	1	1	0	125994	0	0
1068	2000	SEN	1	1	0	144997	0	0
1069	2012	SEN	1	1	0	150111	263256	0
1070	1968	HS	2	1	0	22297	68566	-1
1071	1980	HS	2	1	0	81884	36504	1
1072	1996	HS	2	1	0	0	77827	-1
1073	2000	HS	2	1	0	38281	104614	-1
1074	2012	HS	2	1	0	65302	0	0
1075	1968	HS	3	1	0	50654	0	1
1076	1980	HS	3	1	0	0	75547	0
1077	1996	HS	3	1	0	59159	94765	-1
1078	2000	HS	3	1	0	52978	0	0
1079	2012	HS	3	1	0	69265	86692	-1
1080	1968	SEN	3	1	0	0	57203	0
1081	1996	SEN	3	1	0	0	72097	0
1082	2000	SEN	3	1	0	0	71256	0
1083	1980	HS	4	1	0	76013	0	1
1084	1996	HS	4	1	0	76193	0	0
1085	1968	HS	5	1	0	0	34854	0
1086	2012	HS	5	1	0	0	82293	0
1087	1968	SEN	5	1	0	101197	0	1
1088	1968	HS	6	1	0	24515	71799	-1
1089	1980	HS	6	1	0	0	49617	0
1090	1996	HS	6	1	0	0	49367	0
1091	2000	HS	6	1	0	113439	48163	0
1092	2012	HS	6	1	0	0	128465	0
1093	1968	HS	7	1	0	27334	0	0
1094	1996	HS	7	1	0	89864	0	1
1095	2000	HS	7	1	0	0	45563	0
1096	1968	SEN	7	1	0	0	64489	0
1097	1980	SEN	7	1	0	150014	67769	0
1098	1996	SEN	7	1	0	160632	0	0
1099	2000	SEN	7	1	0	197683	0	0
1100	1968	HS	8	1	0	0	24989	0
1101	1980	HS	8	1	0	54421	0	0
1102	1996	HS	8	1	0	0	51707	0
1103	2000	HS	8	1	0	92315	0	1
1104	1980	HS	9	1	0	0	67603	-1
1105	2000	HS	9	1	0	75953	24572	1
1106	1968	SEN	9	1	0	116330	153191	0
1107	1980	SEN	9	1	0	127131	51990	1
1108	1996	SEN	9	1	0	0	37341	0
1109	2000	SEN	9	1	0	0	30062	0
1110	1968	HS	10	1	0	39853	0	0
1111	1980	HS	10	1	0	64357	0	0
1112	1996	HS	10	1	0	70336	0	0
1113	2000	HS	10	1	0	0	92196	-1
1114	2012	HS	10	1	0	91973	0	1
1115	1968	HS	11	1	0	0	40160	0
1116	1980	HS	11	1	0	65691	21785	0
1117	1996	HS	11	1	0	0	42137	0
1118	2000	HS	11	1	0	98728	0	0
1119	1968	SEN	11	1	0	183122	0	1
1120	1980	SEN	11	1	0	0	72805	0
1121	1996	SEN	11	1	0	177155	0	0
1122	2000	SEN	11	1	0	183887	0	1
1123	1968	HS	12	1	0	23972	56067	-1
1124	1980	HS	12	1	0	77238	41898	1
1125	2000	HS	12	1	0	110644	23905	1
1126	2012	HS	12	1	0	58517	89821	-1
1127	1968	HS	13	1	0	75972	0	1
1128	1980	HS	13	1	0	53667	0	1
1129	1996	HS	13	1	0	114524	0	0
1130	2000	HS	13	1	0	0	22037	0
1131	1968	SEN	13	1	0	0	60068	-1
1132	1996	SEN	13	1	0	0	55737	0
1133	2000	SEN	13	1	0	0	54076	0
1134	2012	SEN	13	1	0	112321	0	0
1135	1968	HS	14	1	0	0	21151	0
1136	1996	HS	14	1	0	90539	29121	0
1137	2000	HS	14	1	0	123968	0	1
1138	2012	HS	14	1	0	135834	0	1
1139	1980	HS	15	1	0	45103	55855	1
1140	1996	HS	15	1	0	0	89328	0
1141	2012	HS	15	1	0	164929	0	1
1142	1968	SEN	15	1	0	49782	0	0
1143	1996	SEN	15	1	0	120846	0	0
1144	2000	SEN	15	1	0	112942	155039	-1
1145	2012	SEN	15	1	0	122345	0	0
1146	1968	HS	16	1	0	34423	43356	-1
1147	1980	HS	16	1	0	45492	0	1
1148	2000	HS	16	1	0	78347	10004	0
1149	2012	HS	16	1	0	125952	86803	1
1150	1980	HS	17	1	0	53008	27056	1
1151	1996	HS	17	1	0	54607	0	1
1152	2000	HS	17	1	0	0	54031	0
1153	2012	HS	17	1	0	161124	25728	1
1154	1968	SEN	17	1	0	0	121999	-1
1155	1980	SEN	17	1	0	117769	0	0
1156	2000	SEN	17	1	0	84427	172723	-1
1157	1980	HS	18	1	0	0	18733	0
1158	2012	HS	18	1	0	75865	0	0
1159	1980	HS	19	1	0	45376	0	1
1160	1996	HS	19	1	0	72464	0	0
1161	2012	HS	19	1	0	92858	0	0
1162	1968	SEN	19	1	0	64786	139807	-1
1163	1980	SEN	19	1	0	0	153650	0
1164	2000	SEN	19	1	0	121893	165422	0
1165	1968	HS	20	1	0	33482	0	1
1166	1980	HS	20	1	0	0	74656	-1
1167	1996	HS	20	1	0	70130	44270	1
1168	2000	HS	20	1	0	75455	0	1
1169	2012	HS	20	1	0	67028	0	0
1170	1980	HS	21	1	0	57903	0	0
1171	1996	HS	21	1	0	92950	52855	0
1172	2000	HS	21	1	0	0	53140	0
1173	2012	HS	21	1	0	63349	45534	0
1174	1968	SEN	21	1	0	58416	156303	-1
1175	1980	SEN	21	1	0	43458	0	0
1176	1996	SEN	21	1	0	0	107039	0
1177	2000	SEN	21	1	0	158145	0	0
1178	2012	SEN	21	1	0	112780	153412	0
1179	1980	HS	22	1	0	0	64753	0
1180	1996	HS	22	1	0	0	44505	0
1181	2012	HS	22	1	0	126519	50684	0
1182	1968	HS	23	1	0	0	32809	0
1183	1980	HS	23	1	0	48770	0	1
1184	2000	HS	23	1	0	58020	0	0
1185	2012	HS	23	1	0	0	69457	0
1186	1968	SEN	23	1	0	86568	156863	-1
1187	1980	SEN	23	1	0	92514	46162	1
1188	1996	SEN	23	1	0	172295	0	1
1189	2000	SEN	23	1	0	0	79009	0
1190	2012	SEN	23	1	0	123518	159045	0
1191	1980	HS	24	1	0	0	57217	0
1192	1996	HS	24	1	0	59504	0	0
1193	2000	HS	24	1	0	78173	69825	0
1194	2012	HS	24	1	0	118120	49700	1
1195	1968	HS	25	1	0	52612	0	0
